ticker,name,asset_type,exchange,sector,industry,theme,decision_bucket,decision_subtype,confidence,main_reason,primary_blocker,supporting_features,blocked_features,excluded_features,missing_data,next_action,next_best_action,data_readiness_score,readiness_score,data_confidence,analysis_score,decision_score,feature_summary,updated_at,Reason
AMKR,"Amkor Technology, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMKR. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMKR. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.354167+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMLX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMLX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.354330+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMOD. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMOD. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.354497+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMP,Ameriprise Financial,company,,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMP. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMP. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.354741+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMPG,"Amplitech Group, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMPG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMPG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.354893+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMPH. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMPH. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355034+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMPL,"Amplitude, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMPL. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMPL. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355169+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMRX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMRX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355302+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMSC,American Superconductor Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMSC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMSC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355438+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMSF,"AMERISAFE, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMSF. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMSF. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355571+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMSS,AMASS Brands Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.227,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,price,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMSS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMSS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.182,0.182,blocked,0.0,22.7,"ready: price; partial: momentum, market_direction, liquidity, correlation; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355710+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMST,Amesite Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMST. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMST. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355840+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMT,American Tower,company,,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.355972+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMTX,"Aemetis, Inc - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMTX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMTX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356103+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMWD,American Woodmark Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMWD. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMWD. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356236+00:00,"Company research is blocked by missing dcf, fundamentals data."
AMZN,Amazon,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AMZN. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for AMZN. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356369+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANAB,"AnaptysBio, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANAB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANAB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.0,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356498+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANDE,"The Andersons, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANDE. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANDE. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356626+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANET,Arista Networks,company,,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANET. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANET. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356756+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANGH,Anghami Inc. - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANGH. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANGH. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.356882+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANGI,Angi Inc. - Class A Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANGI. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANGI. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357017+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANGO,"AngioDynamics, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANGO. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANGO. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357145+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANIK,Anika Therapeutics Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANIK. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANIK. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357274+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANIP. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANIP. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357401+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANIX,"Anixa Biosciences, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANIX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANIX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357527+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANNA,"AleAnna, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANNA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANNA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357791+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANNX,"Annexon, Inc. - common stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANNX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANNX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.357923+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANPA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANPA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.358046+00:00,"Company research is blocked by missing dcf, fundamentals data."
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ANSC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ANSC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.358166+00:00,"Company research is blocked by missing dcf, fundamentals data."
